,city,year,month,day,hour,title,city_sector,address,intersection,latitude,longitude
0,Toronto,2019,5,15,0,Beautiful Man,NA,"125 Bathurst St, Toronto, ON M5V 2R2, Canada",NA,43.6455699,-79.40273730000001
1,Toronto,2019,7,6,14,Drop-in DIY Repair,NA,"15 Tobermory Dr, North York, ON M3N 2R5, Canada",NA,43.760158,-79.5078661
2,Toronto,2019,6,17,17,Sewing Classes,NA,"1765 Weston Rd, York, ON M9N 3P7, Canada",NA,43.6990692,-79.51211869999997
3,Toronto,2019,3,13,13,March Break at the Hockey Hall of Fame,NA,"181 Bay St, Toronto, ON M5J 2T3, Canada",NA,43.6473683,-79.37737200000004
4,Toronto,2019,2,28,23,Learn Your Car-Buying Rights,NA,"200 Park Lawn Rd, Etobicoke, ON M8Y 3J1, Canada",NA,43.6302944,-79.4911942
5,Toronto,2019,3,10,15,Taste of Chinatown Food &amp; Culture Tour,NA,"421 Dundas St W, Toronto, ON M5T 2W4, Canada",NA,43.6531242,-79.39521150000002
6,Toronto,2019,3,13,17,Tradeshow Noir,NA,"655 Dixon Rd, Etobicoke, ON M9W 1J3, Canada",NA,43.6894228,-79.57807860000003
7,Toronto,2019,3,11,13,Elemental Time: Bruce Parsons,NA,"56 Neilson Dr, Etobicoke, ON M9C 1V8, Canada",NA,43.6295213,-79.5679235
8,Toronto,2019,2,27,15,Migration Trail,NA,"4709 Dundas St W, Etobicoke, ON M9A 1A8, Canada",NA,43.651723,-79.5256961
9,Toronto,2019,7,30,14,The Moon: A Voyage Through Time,NA,"77 Wynford Dr, Toronto, ON M3C 1K1, Canada",NA,43.72524540000001,-79.33210480000002
10,Toronto,2019,1,27,16,The Best of Scarborough Food Tour,NA,"2455 Eglinton Ave E, Scarborough, ON M1K, Canada",NA,43.7325254,-79.26370120000001
11,Toronto,2018,10,17,15,Crosscurrents: Canada in the Making,NA,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",NA,43.6545873,-79.3866557
12,Toronto,2019,3,16,14,Best in Show,NA,"111 Queens Park, Toronto, ON M5S 2C7, Canada",NA,43.6681235,-79.39316559999997
13,Toronto,2018,11,2,15,The Best of Scarborough Food Tour,NA,"2455 Eglinton Ave E, Scarborough, ON M1K, Canada",NA,43.7325254,-79.26370120000001
14,Toronto,2019,4,7,19,Idomeneo,NA,"244 Victoria St, Toronto, ON M5B 1V8, Canada",NA,43.65525450000001,-79.37951829999997
15,Toronto,2019,1,4,16,The Best of Scarborough Food Tour,NA,"2455 Eglinton Ave E, Scarborough, ON M1K, Canada",NA,43.7325254,-79.26370120000001
16,Toronto,2019,6,15,13,Highland Creek Heritage Festival,NA,"3500 Ellesmere Rd, Scarborough, ON M1C 1H5, Canada",NA,43.7891102,-79.179055
17,Toronto,2019,1,20,16,Crosscurrents: Canada in the Making,NA,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",NA,43.6545873,-79.3866557
18,Toronto,2019,7,28,17,Tea Time at the Inn,NA,"4709 Dundas St W, Etobicoke, ON M9A 1A8, Canada",NA,43.651723,-79.5256961
19,Toronto,2019,4,11,0,Shove it Down My Throat,NA,"12 Alexander St, Toronto, ON M4Y 1B4, Canada",NA,43.6633185,-79.38306590000002
20,Toronto,2019,3,24,18,Artist Talk with Bruce Parsons,NA,"56 Neilson Dr, Etobicoke, ON M9C 1V8, Canada",NA,43.6295213,-79.5679235
21,Toronto,2019,4,14,14,Buy Good. Feel Good. Expo 2019,NA,"100 Princes' Blvd, Toronto, ON M6K 3C3, Canada",NA,43.63507389999999,-79.41236249999997
22,Toronto,2019,3,29,13,Elemental Time: Bruce Parsons,NA,"56 Neilson Dr, Etobicoke, ON M9C 1V8, Canada",NA,43.6295213,-79.5679235
23,Toronto,2019,5,30,16,HideSeek,NA,"1305 Dundas St W, Toronto, ON M6J 1X8, Canada",NA,43.6492778,-79.42585559999998
24,Toronto,2019,1,15,0,Toronto Maple Leafs,NA,"40 Bay St, Toronto, ON M5J 2X2, Canada",NA,43.6435205,-79.3790818
25,Toronto,2019,3,23,13,Toronto Through the Eyes of Women Artists,NA,"95 Front St E, Toronto, ON M5E 1C3, Canada",NA,43.64873009999999,-79.37154090000001
26,Toronto,2019,7,27,14,The Moon: A Voyage Through Time,NA,"77 Wynford Dr, Toronto, ON M3C 1K1, Canada",NA,43.72524540000001,-79.33210480000002
27,Toronto,2019,3,23,17,Tour and Taste Weekends,NA,"5172 Yonge St, Toronto, ON M2N 0G1, Canada",NA,43.7696779,-79.4131304
28,Toronto,2019,7,9,20,Earn-A-Bike,NA,"15 Tobermory Dr, North York, ON M3N 2R5, Canada",NA,43.760158,-79.5078661
29,Toronto,2016,11,3,5,17th Annual Kerry's Place Evening for Autism: Autism Laughs,Downtown,255 Bremner Blvd,Bremner Boulevard and Lower Simcoe Street,43.641692103,-79.385566845
30,Toronto,2019,5,8,20,Sewing Classes,NA,"1765 Weston Rd, York, ON M9N 3P7, Canada",NA,43.6990692,-79.51211869999997
31,Toronto,2019,7,17,14,The Moon: A Voyage Through Time,NA,"77 Wynford Dr, Toronto, ON M3C 1K1, Canada",NA,43.72524540000001,-79.33210480000002
32,Toronto,2019,7,26,15,Nadia Myre: Balancing Acts,NA,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",NA,43.6545873,-79.3866557
33,Toronto,2019,5,25,14,The Moon: A Voyage Through Time,NA,"77 Wynford Dr, Toronto, ON M3C 1K1, Canada",NA,43.72524540000001,-79.33210480000002
34,Toronto,2019,3,11,4,Weekend Film School March Break Camps,NA,"36 Lisgar St, Toronto, ON M6J 0A9, Canada",NA,43.6415965,-79.42344309999999
35,Toronto,2018,9,23,15,Crosscurrents: Canada in the Making,NA,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",NA,43.6545873,-79.3866557
36,Toronto,2019,3,29,15,Transitions,NA,"32 Distillery Lane, Toronto, ON M5A 3C4, Canada",NA,43.6497477,-79.36018960000001
37,Toronto,2019,3,17,14,March Break at the Hockey Hall of Fame,NA,"181 Bay St, Toronto, ON M5J 2T3, Canada",NA,43.6473683,-79.37737200000004
38,Toronto,2019,5,7,20,DIY Drop-In Bike Repair,NA,"3939 Lawrence Ave E, Scarborough, ON M1G 1R9, Canada",NA,43.763586,-79.20535689999997
39,Toronto,2019,3,5,21,Earn-A-Bike,NA,"15 Tobermory Dr, North York, ON M3N 2R5, Canada",NA,43.760158,-79.5078661
40,Toronto,2019,3,28,23,Thirsty Thursdays,NA,"4709 Dundas St W, Etobicoke, ON M9A 1A8, Canada",NA,43.651723,-79.5256961
41,Toronto,2019,3,24,16,How to Breathe Forever Exhibition Family Kit,NA,"199 Richmond St W, Toronto, ON M5V 1V3, Canada",NA,43.6495164,-79.38795440000001
42,Toronto,2015,4,5,2,2015 Easter Parade,Central East,,Queen Street East and Woodbine Avenue,43.668757076,-79.305775296
43,Toronto,2019,5,4,17,Tour and Taste Weekends,NA,"5172 Yonge St, Toronto, ON M2N 0G1, Canada",NA,43.7696779,-79.4131304
44,Toronto,2019,2,6,19,Sewing Classes,NA,"1765 Weston Rd, York, ON M9N 3P7, Canada",NA,43.6990692,-79.51211869999997
45,Toronto,2019,9,1,17,Tea Time at the Inn,NA,"4709 Dundas St W, Etobicoke, ON M9A 1A8, Canada",NA,43.651723,-79.5256961
46,Toronto,2019,6,30,15,Nadia Myre: Balancing Acts,NA,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",NA,43.6545873,-79.3866557
47,Toronto,2016,2,16,NA,"‘So Long Lives This’: Celebrating Shakespeare, 1616-2016",Downtown,120 St. George Street,St. George Street and Harbord Street,43.6640977365,-79.3989637818
48,Toronto,2018,8,15,15,Crosscurrents: Canada in the Making,NA,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",NA,43.6545873,-79.3866557
49,Toronto,2019,3,14,18,The 26 Letter Dance,NA,"165 Front St E, Toronto, ON M5A 3Z4, Canada",NA,43.6500103,-79.36829119999999
50,Toronto,2019,5,19,15,Nadia Myre: Balancing Acts,NA,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",NA,43.6545873,-79.3866557
51,Toronto,2019,5,30,15,Nadia Myre: Balancing Acts,NA,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",NA,43.6545873,-79.3866557
52,Toronto,2019,5,11,0,Eifman Ballet: Tchaikovsky - Pro et Contra,NA,"L Tower, 1 Front St E, Toronto, ON M5E 1B2, Canada",NA,43.6466495,-79.37594580000001
53,Toronto,2019,6,26,17,Sewing Classes,NA,"1765 Weston Rd, York, ON M9N 3P7, Canada",NA,43.6990692,-79.51211869999997
54,Toronto,2019,3,14,14,Toronto Through the Eyes of Women Artists,NA,"95 Front St E, Toronto, ON M5E 1C3, Canada",NA,43.64873009999999,-79.37154090000001
55,Toronto,2019,3,14,16,March Break Family Adventure at Todmorden Mills,NA,"67 Pottery Rd, Toronto, ON M4K 2B9, Canada",NA,43.6864006,-79.3602927
56,Toronto,2019,3,14,13,For the Record: An Idea of the North,NA,"789 Yonge St, Toronto, ON M4W 2G8, Canada",NA,43.6717923,-79.3868129
57,Toronto,2019,3,12,15,March Break Bicycle Repair Programming,NA,"10 Gateway Blvd, North York, ON M3C 3A1, Canada",NA,43.7098214,-79.33261319999997
58,Toronto,2019,7,21,17,Downtown Desserts &amp; Culture Tour,NA,"191 Baldwin St, Toronto, ON M5T 1M1, Canada",NA,43.6544824,-79.40121469999997
59,Toronto,2019,2,28,22,East End Beer &amp; Food Walk,NA,"47 Donlands Ave, Toronto, ON M4J 3N5, Canada",NA,43.6808809,-79.33747729999999
60,Toronto,2019,1,30,15,Best in Show,NA,"111 Queens Park, Toronto, ON M5S 2C7, Canada",NA,43.6681235,-79.39316559999997
61,Toronto,2019,3,13,13,Elemental Time: Bruce Parsons,NA,"56 Neilson Dr, Etobicoke, ON M9C 1V8, Canada",NA,43.6295213,-79.5679235
62,Toronto,2016,11,8,NA,2016 Reel Asian Film Festival,Downtown,93 Charles Street W,Bloor Street West and Avenue Road,43.667307184,-79.3924220296
63,Toronto,2019,4,19,14,Ai Weiwei: Unbroken,NA,"111 Queens Park, Toronto, ON M5S 2C7, Canada",NA,43.6681235,-79.39316559999997
64,Toronto,2019,5,14,4,2019 Special Olympics Ontario Invitational Youth Games,NA,"International Centre at Mississauga: Hall 5, 6900 Airport Rd, Mississauga, ON L4V 1E8, Canada",NA,43.7032298,-79.63494650000001
65,Toronto,2019,3,20,13,Kim-Lee Kho: A Full Heart,NA,"225 Confederation Dr, Scarborough, ON M1G 1B2, Canada",NA,43.7585243,-79.2087057
66,Toronto,2016,8,18,NA,'Birth and Death Frequencies’ from A Time to Hear for Here (2007) by John Oswald,Downtown,20 St. Joseph Street,Yonge Street and Wellesley Street West,43.666058478,-79.386506433
67,Toronto,2019,3,22,18,Sewing Classes,NA,"707 Dundas St W, Toronto, ON M5T 2W6, Canada",NA,43.6517657,-79.40496460000003
68,Toronto,2014,12,26,NA,2015 IIHF World Junior Championship,Downtown,40 Bay Street,Bay Street  and Lakeshore Boulevard West,,
69,Toronto,2019,10,9,15,A Tapestry of Spirit: The Torah Stitch by Stitch Project,NA,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",NA,43.6545873,-79.3866557
70,Toronto,2019,2,7,15,Migration Trail,NA,"4709 Dundas St W, Etobicoke, ON M9A 1A8, Canada",NA,43.651723,-79.5256961
71,Toronto,2019,8,13,14,The Moon: A Voyage Through Time,NA,"77 Wynford Dr, Toronto, ON M3C 1K1, Canada",NA,43.72524540000001,-79.33210480000002
72,Toronto,2019,2,20,17,William Brisland: Our Sacred Planet Exhibition,NA,"1 Colonel Samuel Smith Park Dr, Etobicoke, ON M8V 4B6, Canada",NA,43.59765669999999,-79.5158925
73,Toronto,2019,2,9,17,East End Beer &amp; Food Walk,NA,"47 Donlands Ave, Toronto, ON M4J 3N5, Canada",NA,43.6808809,-79.33747729999999
74,Toronto,2019,5,2,21,Dinner With A View,NA,"250 Fort York Blvd, Toronto, ON M5V 3K9, Canada",NA,43.6374082,-79.40664609999999
75,Toronto,2019,2,5,15,Best in Show,NA,"111 Queens Park, Toronto, ON M5S 2C7, Canada",NA,43.6681235,-79.39316559999997
76,Toronto,2019,3,17,2,"Lights, Camera, Action",NA,"327 Bloor St W, Toronto, ON M5S 1W7, Canada",NA,43.667259,-79.40006060000002
77,Toronto,2019,10,26,13,Crossection 2019 Art Exhibition,NA,"399 The West Mall, Toronto, ON M9C 2Y2, Canada",NA,43.6432951,-79.5665396
78,Toronto,2019,8,20,20,Earn-A-Bike,NA,"15 Tobermory Dr, North York, ON M3N 2R5, Canada",NA,43.760158,-79.5078661
79,Toronto,2016,3,7,NA,"‘So Long Lives This’: Celebrating Shakespeare, 1616-2016",Downtown,120 St. George Street,St. George Street and Harbord Street,43.6640977365,-79.3989637818
80,Toronto,2019,3,23,4,Freaquinox,NA,"508 Queen St W, Toronto, ON M5V 2B3, Canada",NA,43.6479053,-79.40148999999997
81,Toronto,2018,10,15,15,Crosscurrents: Canada in the Making,NA,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",NA,43.6545873,-79.3866557
82,Toronto,2019,8,29,20,Earn-A-Bike,NA,"15 Tobermory Dr, North York, ON M3N 2R5, Canada",NA,43.760158,-79.5078661
83,Toronto,2019,5,31,14,The Moon: A Voyage Through Time,NA,"77 Wynford Dr, Toronto, ON M3C 1K1, Canada",NA,43.72524540000001,-79.33210480000002
84,Toronto,2019,2,28,17,William Brisland: Our Sacred Planet Exhibition,NA,"1 Colonel Samuel Smith Park Dr, Etobicoke, ON M8V 4B6, Canada",NA,43.59765669999999,-79.5158925
85,Toronto,2016,1,26,11,37th Annual Bishop White Committee Winter Luncheon,Downtown,108 Chestnut Street,Dundas Street West and University Avenue,43.6546888737,-79.3860845566
86,Toronto,2019,5,5,0,Beautiful Man,NA,"125 Bathurst St, Toronto, ON M5V 2R2, Canada",NA,43.6455699,-79.40273730000001
87,Toronto,2019,3,20,18,Farmers' Market,NA,"4709 Dundas St W, Etobicoke, ON M9A 1A8, Canada",NA,43.651723,-79.5256961
88,Toronto,2019,5,10,23,Shadowbox Fundraiser,NA,"56 Neilson Dr, Etobicoke, ON M9C 1V8, Canada",NA,43.6295213,-79.5679235
89,Toronto,2019,7,28,17,Tour and Taste Weekends,NA,"5172 Yonge St, Toronto, ON M2N 0G1, Canada",NA,43.7696779,-79.4131304
90,Toronto,2019,5,24,14,The Moon: A Voyage Through Time,NA,"77 Wynford Dr, Toronto, ON M3C 1K1, Canada",NA,43.72524540000001,-79.33210480000002
91,Toronto,2019,11,9,0,Friday Night Jazz,NA,"288 Bremner Blvd, Toronto, ON M5V 3L9, Canada",NA,43.6424036,-79.3859716
92,Toronto,2019,3,30,14,Ai Weiwei: Unbroken,NA,"111 Queens Park, Toronto, ON M5S 2C7, Canada",NA,43.6681235,-79.39316559999997
93,Toronto,2019,9,1,15,"Toronto's Rib, Bacon and BBQ Fest",NA,"35 Carl Hall Rd, North York, ON M3K 2B6, Canada",NA,43.74662259999999,-79.47913970000002
94,Toronto,2019,2,19,21,Winter Light Exhibition,NA,"Unnamed Road, Toronto, ON M6K 3B9, Canada",NA,43.62995118169457,-79.41850701555256
95,Toronto,2019,4,13,17,Tour and Taste Weekends,NA,"5172 Yonge St, Toronto, ON M2N 0G1, Canada",NA,43.7696779,-79.4131304
96,Toronto,2016,4,18,NA,"‘So Long Lives This’: Celebrating Shakespeare, 1616-2016",Downtown,120 St. George Street,St. George Street and Harbord Street,43.6640977365,-79.3989637818
97,Toronto,2019,3,21,23,PARADE In Concert,NA,"750 Spadina Ave, Toronto, ON M5S 2Y4, Canada",NA,43.6664195,-79.40390919999999
98,Toronto,2019,5,14,12,East York Farmers Market,NA,"East York Civic Centre, 850 Coxwell Ave, East York, ON M4C 5R1, Canada",NA,43.6911694,-79.32833619999997
99,Toronto,2019,3,20,15,Crosscurrents: Canada in the Making,NA,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",NA,43.6545873,-79.3866557
100,Toronto,2019,5,9,23,#trapjazz thursdays with game.set.trap,NA,"876 Dundas St W, Toronto, ON M6J 1V7, Canada",NA,43.6513532,-79.41137309999999
101,Toronto,2019,6,9,13,Divas Half Marathon and 5K on Toronto Island,NA,"Toronto Islands, Toronto, ON, Canada",NA,43.621413,-79.37884120000001
102,Toronto,2014,6,23,7,35th Anniversary Dora Mavor Moore Awards,Downtown,235 Queens Quay West,Queens Quay West and Lower Simcoe St,,
103,Toronto,2019,1,16,21,Winter Light Exhibition,NA,"Unnamed Road, Toronto, ON M6K 3B9, Canada",NA,43.62995118169457,-79.41850701555256
104,Toronto,2019,2,12,20,Sewing Classes,NA,"707 Dundas St W, Toronto, ON M5T 2W6, Canada",NA,43.6517657,-79.40496460000003
105,Toronto,2019,2,24,20,Toronto Raptors,NA,"40 Bay St, Toronto, ON M5J 2X2, Canada",NA,43.6435205,-79.3790818
106,Toronto,2019,7,6,17,Downtown Desserts &amp; Culture Tour,NA,"191 Baldwin St, Toronto, ON M5T 1M1, Canada",NA,43.6544824,-79.40121469999997
107,Toronto,2019,4,25,14,Toronto Through the Eyes of Women Artists,NA,"95 Front St E, Toronto, ON M5E 1C3, Canada",NA,43.64873009999999,-79.37154090000001
108,Toronto,2018,8,30,21,East End Beer &amp; Food Walk,NA,"47 Donlands Ave, Toronto, ON M4J 3N5, Canada",NA,43.6808809,-79.33747729999999
109,Toronto,2018,12,30,23,Toronto Raptors,NA,"40 Bay St, Toronto, ON M5J 2X2, Canada",NA,43.6435205,-79.3790818
110,Toronto,2019,5,14,17,Sewing Classes,NA,"1765 Weston Rd, York, ON M9N 3P7, Canada",NA,43.6990692,-79.51211869999997
111,Toronto,2014,6,8,9,2014 Walk To Fight Arthritis,Central East,550 Bayview Avenue,and,,
112,Toronto,2019,9,4,15,A Tapestry of Spirit: The Torah Stitch by Stitch Project,NA,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",NA,43.6545873,-79.3866557
113,Toronto,2014,4,4,6,Riding the wheel of Karma and reincarnation : What's the point of evolution ?,Downtown,117 Dundas Street East,Church and Dundas,,
114,Toronto,2019,3,6,15,Best in Show,NA,"111 Queens Park, Toronto, ON M5S 2C7, Canada",NA,43.6681235,-79.39316559999997
115,Toronto,2019,4,12,15,The Best of Scarborough Food Tour,NA,"2455 Eglinton Ave E, Scarborough, ON M1K, Canada",NA,43.7325254,-79.26370120000001
116,Toronto,2019,3,22,16,SYZYGY Student Exhibition Centennial College Studio Arts,NA,"400 Queen St E, Toronto, ON M5A 1T3, Canada",NA,43.6560855,-79.3628041
117,Toronto,2019,1,12,18,Migration Trail,NA,"4709 Dundas St W, Etobicoke, ON M9A 1A8, Canada",NA,43.651723,-79.5256961
118,Toronto,2019,3,12,13,March Break Big Adventure at Toronto Zoo,NA,"2000 Meadowvale Rd, Scarborough, ON M1B 5K7, Canada",NA,43.8206621,-79.1825604
119,Toronto,2018,10,20,15,The Best of Scarborough Food Tour,NA,"2455 Eglinton Ave E, Scarborough, ON M1K, Canada",NA,43.7325254,-79.26370120000001
120,Toronto,2019,6,7,18,Sewing Classes,NA,"1765 Weston Rd, York, ON M9N 3P7, Canada",NA,43.6990692,-79.51211869999997
121,Toronto,2019,4,25,23,#trapjazz thursdays with game.set.trap,NA,"876 Dundas St W, Toronto, ON M6J 1V7, Canada",NA,43.6513532,-79.41137309999999
122,Toronto,2019,4,26,16,'Off The Beaten Path' Solo Exhibition of Photography by Lori Ryerson,NA,"400 Queen St E, Toronto, ON M5A 1T3, Canada",NA,43.6560855,-79.3628041
123,Toronto,2019,3,12,13,Family Fun: Let&#8217;s Collage,NA,"56 Neilson Dr, Etobicoke, ON M9C 1V8, Canada",NA,43.6295213,-79.5679235
124,Toronto,2019,3,14,1,What Up! What Up! Toronto,NA,"332 Queen St W, Toronto, ON M5V 2A2, Canada",NA,43.6491716,-79.3948236
125,Toronto,2019,10,10,15,A Tapestry of Spirit: The Torah Stitch by Stitch Project,NA,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",NA,43.6545873,-79.3866557
126,Toronto,2019,3,16,18,PAW Patrol Live! &#8220;Race to the Rescue&#8221;,NA,"1 Front St W, Toronto, ON M5J 2X5, Canada",NA,43.6459904,-79.37761739999996
127,Toronto,2019,4,12,23,Toronto Rock Home Games,NA,"40 Bay St, Toronto, ON M5J 2X2, Canada",NA,43.64346684907469,-79.37901879195124
128,Toronto,2019,11,9,18,West End Food &amp; Culture Tour,NA,"772 Dundas St W, Toronto, ON M6J 1V1, Canada",NA,43.6521191,-79.40746189999999
129,Toronto,2019,4,27,14,The Moon: A Voyage Through Time,NA,"77 Wynford Dr, Toronto, ON M3C 1K1, Canada",NA,43.72524540000001,-79.33210480000002
130,Toronto,2015,11,18,7,60's Folk Revival - Where Have All the Folk Songs Gone?,Downtown,320 College Street,College Street and Spadina Avenue,43.6577255308,-79.402514503
131,Toronto,2019,5,21,14,Ai Weiwei: Unbroken,NA,"111 Queens Park, Toronto, ON M5S 2C7, Canada",NA,43.6681235,-79.39316559999997
132,Toronto,2019,6,20,13,Art by Etobicoke Seniors,NA,"399 The West Mall, Toronto, ON M9C 2Y2, Canada",NA,43.6432951,-79.5665396
133,Toronto,2019,3,23,16,East End Beer &amp; Food Walk,NA,"47 Donlands Ave, Toronto, ON M4J 3N5, Canada",NA,43.6808809,-79.33747729999999
134,Toronto,2019,5,26,0,"Lilies; or, The Revival of a Romantic Drama",NA,"12 Alexander St, Toronto, ON M4Y 1B4, Canada",NA,43.6633185,-79.38306590000002
135,Toronto,2018,11,25,16,Crosscurrents: Canada in the Making,NA,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",NA,43.6545873,-79.3866557
136,Toronto,2019,2,22,17,William Brisland: Our Sacred Planet Exhibition,NA,"1 Colonel Samuel Smith Park Dr, Etobicoke, ON M8V 4B6, Canada",NA,43.59765669999999,-79.5158925
137,Toronto,2019,3,11,23,Toronto Maple Leafs,NA,"40 Bay St, Toronto, ON M5J 2X2, Canada",NA,43.6435205,-79.3790818
138,Toronto,2019,3,11,16,March Break Family Adventure at Spadina Museum,NA,"285 Spadina Ave, Toronto, ON M5T 2E6, Canada",NA,43.6532454,-79.39785340000003
139,Toronto,2019,11,22,1,Victorian Escape Game: Rebel Rendevous,NA,"82 Bond St, Toronto, ON M5B 1X2, Canada",NA,43.6556625,-79.37856320000003
140,Toronto,2019,8,16,16,Sewing Classes,NA,"1765 Weston Rd, York, ON M9N 3P7, Canada",NA,43.6990692,-79.51211869999997
141,Toronto,2019,2,4,19,Sewing Classes,NA,"1765 Weston Rd, York, ON M9N 3P7, Canada",NA,43.6990692,-79.51211869999997
142,Toronto,2014,11,27,9,100 Years of Christmas,Central West,1 Austin Terrace,and,,
143,Toronto,2019,8,10,14,Drop-in DIY Repair,NA,"15 Tobermory Dr, North York, ON M3N 2R5, Canada",NA,43.760158,-79.5078661
144,Toronto,2019,4,5,15,The Best of Scarborough Food Tour,NA,"2455 Eglinton Ave E, Scarborough, ON M1K, Canada",NA,43.7325254,-79.26370120000001
145,Toronto,2019,8,13,12,East York Farmers Market,NA,"East York Civic Centre, 850 Coxwell Ave, East York, ON M4C 5R1, Canada",NA,43.6911694,-79.32833619999997
146,Toronto,2019,3,6,5,New Ideas Festival 2019,NA,"70 Berkeley St, Toronto, ON M5A 2W6, Canada",NA,43.6527507,-79.3649542
147,Toronto,2019,3,1,15,Migration Trail,NA,"4709 Dundas St W, Etobicoke, ON M9A 1A8, Canada",NA,43.651723,-79.5256961
148,Toronto,2019,3,23,14,Edmond Chan: Paradark Photo.Arts,NA,"225 Confederation Dr, Scarborough, ON M1G 1B2, Canada",NA,43.7585243,-79.2087057
149,Toronto,2019,7,15,17,Sewing Classes,NA,"1765 Weston Rd, York, ON M9N 3P7, Canada",NA,43.6990692,-79.51211869999997
150,Toronto,2019,5,21,18,Sewing Classes,NA,"1765 Weston Rd, York, ON M9N 3P7, Canada",NA,43.6990692,-79.51211869999997
151,Toronto,2019,5,3,14,"Impressionism in the Age of Industry: Monet, Pissarro",NA,"317 Dundas St W, Toronto, ON M5T 1G4, Canada",NA,43.6536766,-79.39233939999997
152,Toronto,2019,5,30,20,Sewing Classes,NA,"1765 Weston Rd, York, ON M9N 3P7, Canada",NA,43.6990692,-79.51211869999997
153,Toronto,2019,4,14,16,Transitions,NA,"32 Distillery Lane, Toronto, ON M5A 3C4, Canada",NA,43.6497477,-79.36018960000001
154,Toronto,2019,4,21,15,The Best of Scarborough Food Tour,NA,"2455 Eglinton Ave E, Scarborough, ON M1K, Canada",NA,43.7325254,-79.26370120000001
155,Toronto,2019,4,25,14,Ai Weiwei: Unbroken,NA,"111 Queens Park, Toronto, ON M5S 2C7, Canada",NA,43.6681235,-79.39316559999997
156,Toronto,2019,2,19,14,For the Record: An Idea of the North,NA,"789 Yonge St, Toronto, ON M4W 2G8, Canada",NA,43.6717923,-79.3868129
157,Toronto,2019,3,27,13,For the Record: An Idea of the North,NA,"789 Yonge St, Toronto, ON M4W 2G8, Canada",NA,43.6717923,-79.3868129
158,Toronto,2019,2,12,15,Toronto Through the Eyes of Women Artists,NA,"95 Front St E, Toronto, ON M5E 1C3, Canada",NA,43.64873009999999,-79.37154090000001
159,Toronto,2016,7,3,12,157th Queen's Plate,Northwest,555 Rexdale Boulevard,Rexdale Boulevard and Highway 27,43.7090112564,-79.6056416244
160,Toronto,2016,5,6,NA,"‘So Long Lives This’: Celebrating Shakespeare, 1616-2016",Downtown,120 St. George Street,St. George Street and Harbord Street,43.6640977365,-79.3989637818
161,Toronto,2018,8,26,15,The Best of Scarborough Food Tour,NA,"2455 Eglinton Ave E, Scarborough, ON M1K, Canada",NA,43.7325254,-79.26370120000001
162,Toronto,2019,6,22,17,West End Food &amp; Culture Tour,NA,"772 Dundas St W, Toronto, ON M6J 1V1, Canada",NA,43.6521191,-79.40746189999999
163,Toronto,2019,11,16,18,West End Food &amp; Culture Tour,NA,"772 Dundas St W, Toronto, ON M6J 1V1, Canada",NA,43.6521191,-79.40746189999999
164,Toronto,2019,3,10,20,Toronto Marlies,NA,"45 Manitoba Dr, Toronto, ON M6K 3C3, Canada",NA,43.6356259,-79.4150012
165,Toronto,2018,8,13,15,Crosscurrents: Canada in the Making,NA,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",NA,43.6545873,-79.3866557
166,Toronto,2019,10,15,15,A Tapestry of Spirit: The Torah Stitch by Stitch Project,NA,"55 Centre Ave, Toronto, ON M5G 2H5, Canada",NA,43.6545873,-79.3866557
167,Toronto,2019,5,13,14,Ai Weiwei: Unbroken,NA,"111 Queens Park, Toronto, ON M5S 2C7, Canada",NA,43.6681235,-79.39316559999997
168,Toronto,2019,1,9,15,Migration Trail,NA,"4709 Dundas St W, Etobicoke, ON M9A 1A8, Canada",NA,43.651723,-79.5256961
169,Toronto,2019,2,2,16,The Best of Scarborough Food Tour,NA,"2455 Eglinton Ave E, Scarborough, ON M1K, Canada",NA,43.7325254,-79.26370120000001
170,Toronto,2019,3,4,3,Ai Weiwei: Unbroken,NA,"111 Queens Park, Toronto, ON M5S 2C7, Canada",NA,43.6681235,-79.39316559999997
171,Toronto,2014,8,13,12,12th Anniversary Summer Networking Bash,Downtown,955 Lake Shore Boulevard W,and,43.6304148254,-79.414258755
172,Toronto,2019,3,15,1,Kim-Lee Kho: A Full Heart,NA,"225 Confederation Dr, Scarborough, ON M1G 1B2, Canada",NA,43.7585243,-79.2087057
173,Toronto,2019,3,29,14,One Of A Kind Show,NA,"100 Princes' Blvd, Toronto, ON M6K 3C3, Canada",NA,43.63497086997198,-79.41202282905579
174,Toronto,2019,6,8,13,Saturday Club,NA,"100 Queens Park, Toronto, ON M5S 2C6, Canada",NA,43.6677097,-79.3947771
