,city,year,month,day,hour,title,city_sector,address,intersection,postal_code
397,Ottawa,2017,9,21,NA,Compagnie ODD,Downtown/Central,333 King Edward Avenue,333 King Edward Avenue,K1N 7M5
398,Ottawa,2017,9,20,NA,Educating Rita,Downtown/Central,400 King Edward Avenue,400 King Edward Avenue,K1N 7M7
399,Ottawa,2017,8,12,NA,Latin Sparks Festival: Encore Edition,Downtown/Central,6 Booth Street,6 Booth Street,K2H 8NS
400,Ottawa,2017,9,14,NA,Vernissage: Continuum - Karsh Award artists welcome a new generation ,Downtown/Central,110 Laurier Avenue West,110 Laurier Avenue West,K1P 1J1
401,Ottawa,2017,9,24,NA,Tour with the curator: Continuum - Karsh Award artists welcome a new generation ,Downtown/Central,110 Laurier Avenue West,110 Laurier Avenue West,K1P 1J1
402,Ottawa,2017,10,25,NA,Arsenic and Old Lace,Downtown/Central,400 King Edward Avenue,400 King Edward Avenue,K1N 7M7
403,Ottawa,2018,2,14,NA,Dead Accounts,Downtown/Central,400 King Edward Avenue,400 King Edward Avenue,K1N 7M7
404,Ottawa,2017,9,2,NA,Fall Into Harvest,Rural East,2940 Old Montreal Road,2940 Old Montreal Road,K4C 1G3
405,Ottawa,2017,11,29,NA,Peter Pan and Wendy,Downtown/Central,400 King Edward Avenue,400 King Edward Avenue,K1N 7M7
406,Ottawa,2017,9,23,NA,Smashing Pumpkins,Rural East,2940 Old Montreal Road,2940 Old Montreal Road,K4C 1G3
407,Ottawa,2017,9,30,NA,Culture Days,Rural East,2940 Old Montreal Road,2940 Old Montreal Road,K4C 1G3
408,Ottawa,2017,10,29,NA,Halloween Hijinks,Rural East,2940 Old Montreal Road,2940 Old Montreal Road,K4C 1G3
409,Ottawa,2018,1,10,NA,An Inspector Calls,Downtown/Central,400 King Edward Avenue,400 King Edward Avenue,K1N 7M7
410,Ottawa,2018,3,21,NA,A Streetcar Named Desire,Downtown/Central,400 King Edward Avenue,400 King Edward Avenue,K1N 7M7
411,Ottawa,2018,5,2,NA,Sherlock Holmes and the Case of the Jersey Lily,Downtown/Central,400 King Edward Avenue,400 King Edward Avenue,K1N 7M7
412,Ottawa,2018,6,6,NA,Move Over Mrs. Markham,Downtown/Central,400 King Edward Avenue,400 King Edward Avenue,K1N 7M7
413,Ottawa,2018,7,11,NA,The Unexpected Guest,Downtown/Central,400 King Edward Avenue,400 King Edward Avenue,K1N 7M7
414,Ottawa,2017,9,1,NA,RBC Canadian Painting Competition - Exhibit ,Downtown/Central,380 Sussex Drive,380 Sussex Drive,K1N 9N4
415,Ottawa,2017,10,15,NA,Singer-Songwriter & Americana,Downtown/Central,650 Lyon Street South,650 Lyon Street South,K1S 3Z7
416,Ottawa,2017,11,5,NA,Variations for the 21st Century ,Downtown/Central,650 Lyon Street South,650 Lyon Street South,K1S 3Z7
417,Ottawa,2018,3,4,NA,On a Different Note,Downtown/Central,650 Lyon Street South,650 Lyon Street South,K1S 3Z7
418,Ottawa,2018,3,25,NA,Celebrating Women in Music,Downtown/Central,650 Lyon Street South,650 Lyon Street South,K1S 3Z7
419,Ottawa,2018,4,8,NA,Operatic Brass,Downtown/Central,650 Lyon Street South,650 Lyon Street South,K1S 3Z7
420,Ottawa,2018,4,22,NA,Cosmos Saxophone Quartet,Downtown/Central,650 Lyon Street South,650 Lyon Street South,K1S 3Z7
421,Ottawa,2018,5,6,NA,Renegades and Refugees,Downtown/Central,650 Lyon Street South,650 Lyon Street South,K1S 3Z7
422,Ottawa,2018,5,13,NA,Crossing Borders,Downtown/Central,650 Lyon Street South,650 Lyon Street South,K1S 3Z7
423,Ottawa,2017,9,9,NA,Ottawa School of Art Open House,Downtown/Central,35 George Street,35 George Street,K1N 8W5
424,Ottawa,2017,9,9,NA,Wiggle Waggle Walk & Run,Downtown/Central,1000 Exhibition Way,1000 Exhibition Way,K1S 5J3
425,Ottawa,2017,8,20,NA,Heritage Ottawa Walking Tour: Lowertown East,Downtown/Central,501 Old St Patrick Street,501 Old St Patrick Street,K1N 8R3
426,Ottawa,2017,9,7,NA,RICHard SMOLinski - Scrutinearsighted,Downtown/Central,35 George Street,35 George Street,K1N 8W5
427,Ottawa,2017,9,16,NA,JuniperTulipMarket,Downtown/Central,715 Cooper Street,715 Cooper Street,K1R 5J5
428,Ottawa,2017,8,24,NA,Unity,East Ottawa,245 Centrum Blvd.,245 Centrum Blvd.,K1E 0A1
429,Ottawa,2017,8,20,NA,Great Canadian Tease Burlesque Brunch,Downtown/Central,41 York St,41 York St,K1N 5P5
430,Ottawa,2017,9,7,NA,The Road Forward to One World Film Festival,Downtown/Central,325 Rideau Street,325 Rideau Street,K1N 5Y4
431,Ottawa,2017,8,21,NA,2017 Anime Film Week,Downtown/Central,255 Sussex Drive,255 Sussex Drive,K1N 9E6
432,Ottawa,2017,10,1,NA,Victorian High Tea Party,South Ottawa,2100 Cabot St.,2100 Cabot St.,K1H 6K1
433,Ottawa,2017,8,18,NA,Capital Funk,Downtown/Central,76 Murray Street,76 Murray Street,K1N 5M6
434,Ottawa,2017,9,9,NA,Roman Timofeev's piano recital,Downtown/Central,140 Laurier Avenue West,140 Laurier Avenue West,K1N 6N6
435,Ottawa,2017,8,26,NA,Live Music with Jimmy Young and the Restless,Downtown/Central,330 Kent Street,330 Kent Street,K2P 2A6
436,Ottawa,2017,9,23,NA,Etsy: Made in Canada,West Ottawa,1565 Maple Grove Street,1565 Maple Grove Street,K2V 1A3
437,Ottawa,2017,10,22,NA,A Night at the Races 2017: TROtt's Annual Fundraiser,Rural East,4837 Albion Road,4837 Albion Road,K1X 1A3
438,Ottawa,2017,9,13,NA,Chowaniec Projects: Stardust,Downtown/Central,505 Industrial Avenue,505 Industrial Avenue,K1G 0Z1
439,Ottawa,2017,9,9,NA,Richard Ahnert: Far and Wide,West Ottawa,358 Richmond Road,358 Richmond Road,K2A 0E8
440,Ottawa,2017,9,15,NA,Fifty-Five Plus Lifestyle Show,South Ottawa,4899 Uplands Drive,4899 Uplands Drive,K1V 2N6
441,Ottawa,2017,9,23,NA,david lidbetter - whiteout,West Ottawa,358 Richmond Road,358 Richmond Road,K2A 0E8
442,Ottawa,2017,10,14,NA,Mad Crafters Tea Party & Market ,West Ottawa,3877 Old Richmond Road,3877 Old Richmond Road,K2H 5C1
443,Ottawa,2017,9,8,NA,Tina Therrien,Gatineau Park/Chelsea,-,-,J0X 3G0
444,Ottawa,2017,9,8,NA,Ta Da! Arts Alive! Quebec Festival,Gatineau Park/Chelsea,38 Valley Drive,38 Valley Drive,J0X 3G0
445,Ottawa,2017,11,3,NA,Royal Winnipeg Ballet Professional Division’s 2017/18 Audition Tour,West Ottawa,1460 Merivale Road,1460 Merivale Road,K2E 5P2
446,Ottawa,2017,8,27,NA,Colonel Altıkat and Fallen Diplomats Memorial Service ,Downtown/Central,Island Park Drive,Island Park Drive,K1Y 0A1
447,Ottawa,2017,9,23,NA,Tree Fest Ottawa Fall Tree Festival ,South Ottawa,100 Brewer Way,100 Brewer Way,K1S 5T1
448,Ottawa,2017,9,1,NA,Australian Blues Master - Lloyd Spiegel,East Ottawa,4240 Innes Road,4240 Innes Road,K4A 5E6
449,Ottawa,2017,11,16,NA,Unleashed: The Social Enterprise Event,Downtown/Central,240 McLeod Street,240 McLeod Street,K2P 2R1
450,Ottawa,2017,10,26,NA,Bring Food Home 2017 ,Downtown/Central,550 Cumberland Street,550 Cumberland Street,K1N 6N5
451,Ottawa,2017,9,9,NA,Live Music,Downtown/Central,330 Kent Street,330 Kent Street,K2P 2A6
452,Ottawa,2017,9,5,NA,Shirley Van Dusen - A Retrospective,Downtown/Central,1285 Wellington Street West,1285 Wellington Street West,K1Y 1B4
453,Ottawa,2017,10,18,NA,Ottawa’s Small Business eSAX Networking Tradeshow,Downtown/Central,1000 Exhibition Way,1000 Exhibition Way,K1S 5J3
454,Ottawa,2017,9,8,NA,JW-Jones,Downtown/Central,76 Murray Street,76 Murray Street,K1N 5M6
455,Ottawa,2017,9,8,NA,Book Sale,Rural West,3790 Carp Rd,3790 Carp Rd,K0A 1L0
456,Ottawa,2017,11,25,NA,European Soundscape,Downtown/Central,429 Parkdale Avenue,429 Parkdale Avenue,K1Y1H3
457,Ottawa,2017,9,22,NA,Outrage: The McGonigle Murders,Rural East,2940 Old Montreal Road,2940 Old Montreal Road,K4C 1G3
458,Ottawa,2017,9,26,NA,Nationwide Treasure Hunt for Valuable Art Work ,Downtown/Central,100 Elgin Street,100 Elgin Street,K1P 5K8
459,Ottawa,2017,9,22,NA,Canada-China Film Festival - Stories of China and Chinese Canadians,Downtown/Central,240 McLeod Street,240 McLeod Street,K2P 2R1
460,Ottawa,2018,2,10,NA,Salut d'Amour,Downtown/Central,429 Parkdale Avenue,429 Parkdale Avenue,K1Y1H3
461,Ottawa,2017,10,21,NA,Nordic Favourites,West Ottawa,30 Cleary Avenue,30 Cleary Avenue,K2A 4A1
462,Ottawa,2017,9,29,NA,British Isles Family History Society of Greater Ottawa - Annual Conference,West Ottawa,101 Centrepointe Drive,101 Centrepointe Drive,K2G 5K7
463,Ottawa,2017,9,6,NA,Dark Horse Dance Projects,Downtown/Central,200 Crichton Street,200 Crichton Street,K1M 1W2
464,Ottawa,2017,10,1,NA,"Feed the City, Feed Your Soul",Downtown/Central,901 Prince of Wales Drive,901 Prince of Wales Drive,K2C 3K1
465,Ottawa,2017,9,23,NA,BeYou Campaign with performance by Tara Shannon,East Ottawa,1200 St. Laurent Boulevard,1200 St. Laurent Boulevard,K1K 3B8
466,Ottawa,2017,9,23,NA,Light Jazz for Orchestra workshop,West Ottawa,347 Richmond Road,347 Richmond Road,K2A 0E7
467,Ottawa,2017,10,1,NA,Sight-Sing with Success: Solving the mystery of the musical score workshop,West Ottawa,630 Island Park Drive,630 Island Park Drive,K1Y 0B7
468,Ottawa,2017,10,22,NA,Re[place] Re[collect] Book Launch,East Ottawa,800 Taylor Creek Drive,800 Taylor Creek Drive,K1C 1T1
469,Ottawa,2017,9,16,NA,Trivia Night Challenge 2017,Downtown/Central,141 Bayview Road,141 Bayview Road,K1Y 4M3
470,Ottawa,2017,9,16,NA,True North,Downtown/Central,15 Aylmer Avenue,15 Aylmer Avenue,K1S 3X1
471,Ottawa,2017,9,16,NA,YogiWino Summer Finale,Rural East,1000 Perrault Road,1000 Perrault Road,K4B 1H8
472,Ottawa,2017,12,12,NA,Tales of a Charlie Brown Christmas,Downtown/Central,355 Cooper Street,355 Cooper Street,K2P 0G8
473,Ottawa,2017,9,24,NA,Barrack Hill Cemetery - Public Visitation,Hull Sector,100 Laurier Street,100 Laurier Street,K1A 0M8
474,Ottawa,2017,9,30,NA,Ottawa Geek Market,West Ottawa,1701 Woodroffe Avenue,1701 Woodroffe Avenue,K2G 1W2
475,Ottawa,2017,9,20,NA,Curious About Curating?,Downtown/Central,439 Queen St,439 Queen St,K1R 5A6
476,Ottawa,2017,9,21,NA,Doin' it Right: Correct Grammar and Punctuation,Downtown/Central,88 Albert Street,88 Albert Street,K1P 5E9
477,Ottawa,2017,10,21,NA,Light the Night Walk,Downtown/Central,1000 Exhibition Way,1000 Exhibition Way,K1S 5J3
478,Ottawa,2017,9,28,NA,Julie Mercantini: 'biomorphs',Downtown/Central,35 George Street,35 George Street,K1N 8W5
479,Ottawa,2017,10,22,NA,The 37th Ottawa Antiquarian Book Fair,South Ottawa,3750 North Bowesville Road,3750 North Bowesville Road,K1V 1B8
480,Ottawa,2017,10,15,NA,Education for Africa Family Variety Show,West Ottawa,900 Greenbank Road,900 Greenbank Road,K2J 1S8
481,Ottawa,2017,10,23,NA,Sir András Schiff,Downtown/Central,355 Cooper Street,355 Cooper Street,K2P 0G8
482,Ottawa,2017,11,1,NA,Lemon Bucket Orkestra,Downtown/Central,501 Old St. Patrick Street,501 Old St. Patrick Street,K1N 8R3
483,Ottawa,2017,11,12,NA,Ensemble Variances,Downtown/Central,355 Cooper Street,355 Cooper Street,K2P 0G8
484,Ottawa,2017,12,4,NA,The Tallis Scholars,Downtown/Central,355 Cooper Street,355 Cooper Street,K2P 0G8
485,Ottawa,2017,11,23,NA,Jess Moskaluke featuring The Washboard Union and JJ Shiplett,Downtown/Central,1015 Bank St.,1015 Bank St.,K1S 3W7
486,Ottawa,2018,1,15,NA,St. Lawrence String Quartet,Downtown/Central,355 Cooper Street,355 Cooper Street,K2P 0G8
487,Ottawa,2017,10,19,NA,Sip N Style 2017,Downtown/Central,555 Wellington Street,555 Wellington Street,K1R 1C5
488,Ottawa,2017,11,3,NA,IF the Walls Could Talk,Rural South,5440 Main Street,5440 Main Street,K0A 2W0
489,Ottawa,2017,9,27,NA,Pretty Archie Live,Downtown/Central,885 Bank Street,885 Bank Street,K1S 3W4
490,Ottawa,2017,10,19,NA,Uncork the Cure,Downtown/Central,225 Marché Way #107,225 Marché Way #107,K1S 5J3
491,Ottawa,2017,9,24,NA,Paint-a-Pony fundraiser,South Ottawa,6362 Bank Street,6362 Bank Street,K4P 1J4
492,Ottawa,2017,10,7,NA,Thanksgiving on the Farm,Downtown/Central,901 Prince of Wales Drive,901 Prince of Wales Drive,K2C 3K1
493,Ottawa,2017,10,28,NA,Halloween on the Farm,Downtown/Central,901 Prince of Wales Drive,901 Prince of Wales Drive,K2C 3K1
494,Ottawa,2017,9,21,NA,"Weird With Cats with The Rathburns, All Day Brakfast & The Mourning Kitchen",Downtown/Central,220 Elgin Street,220 Elgin Street,K2P 1L7
495,Ottawa,2017,9,25,NA,Ottawa Architecture Week,Downtown/Central,120 Lisgar Street,120 Lisgar Street,K2P 0C2
496,Ottawa,2017,11,1,NA,For the Love of Cheese,Downtown/Central,901 Prince of Wales Drive,901 Prince of Wales Drive,K2C 3K1
497,Ottawa,2017,9,30,NA,Kids and Company Celebrates 15 years!,NA,424 Chapman Mills Drive,424 Chapman Mills Drive,K2J 0M7
498,Ottawa,2017,10,8,NA,Magician Danys Hamel – Danys’ Tricks and Follies ,East Ottawa,11 Aviation Parkway,11 Aviation Parkway,K1K 4R3
499,Ottawa,2017,11,5,NA,Music at the Museum - We Will Remember,East Ottawa,11 Aviation Parkway,11 Aviation Parkway,K1K 4R3
500,Ottawa,2017,11,19,NA,Patrick Reymond and the Magical Theatre Show,East Ottawa,11 Aviation Parkway,11 Aviation Parkway,K1K 4R3
501,Ottawa,2017,9,22,NA,Animals Rock 2017!,Downtown/Central,151 George Street,151 George Street,K1N 5W5
502,Ottawa,2017,10,3,NA,The Fourth Annual Collectors Show,Downtown/Central,1285 Wellington Street West,1285 Wellington Street West,K1Y 1B4
503,Ottawa,2017,11,2,NA,Sir John A. MacDonald - The Musical,West Ottawa,101 Centrepointe Drive,101 Centrepointe Drive,K2G 5K7
504,Ottawa,2017,9,29,NA,Artist Studio Program (ASP) Open House ,Region Wide,-,-,K1A 0A4
505,Ottawa,2017,10,1,NA,Breadology,Downtown/Central,10 Blackburn Avenue,10 Blackburn Avenue,K1N 6P9
506,Ottawa,2017,10,15,NA,Metamorphoses,Downtown/Central,355 Cooper Street,355 Cooper Street,K2P 0G8
507,Ottawa,2017,11,16,NA,Pellegrini Opera Fundraiser,Downtown/Central,215 Preston St.,215 Preston St.,K1R 7R1
508,Ottawa,2017,10,2,NA,Mozart!,East Ottawa,245 Centrum Blvd.,245 Centrum Blvd.,K1E 0A1
509,Ottawa,2017,12,2,NA,A Winter's Tail,West Ottawa,1315 Prince of Wales Drive,1315 Prince of Wales Drive,K2C 1N2
510,Ottawa,2017,11,18,NA,Ottawa Adventure Film Festival,South Ottawa,1074 Bank Street,1074 Bank Street,K1S 3X3
511,Ottawa,2017,11,10,NA,260 Fingers: Opening Night,Downtown/Central,175 Third Avenue,175 Third Avenue,K1S 2K1
512,Ottawa,2017,10,28,NA,Ottawa Parent & Child Expo 2017,West Ottawa,1701 Woodroffe Avenue,1701 Woodroffe Avenue,K2G 1W2
513,Ottawa,2017,9,30,NA,"Ottawa’s Mysterious Maverick, Frank Cole Screening I",Downtown/Central,9376 University Drive,9376 University Drive,K1S 5B6
514,Ottawa,2017,9,30,NA,"Ottawa’s Mysterious Maverick, Frank Cole Screening II",Downtown/Central,9376 University Drive,9376 University Drive,K1S 5B6
515,Ottawa,2017,9,28,NA,the Birthday Show!,Downtown/Central,35 Laurel Street,35 Laurel Street,K1Y 2E6
516,Ottawa,2017,10,28,NA,Knox Harvest Bazaar,Downtown/Central,120 Lisgar Street,120 Lisgar Street,K2P 0C2
517,Ottawa,2017,10,21,NA,This is Our Music,Downtown/Central,355 Cooper Street,355 Cooper Street,K2P 0G8
518,Ottawa,2018,1,1,NA,Salute to Vienna New Year's Concert,Downtown/Central,53 Elgin Street,53 Elgin Street,K1P 5W1
519,Ottawa,2017,11,2,NA,Martini Madness,Downtown/Central,1001 Queen Elizabeth Dr.,1001 Queen Elizabeth Dr.,K1S 5K7
520,Ottawa,2018,3,22,NA,Tafelmusik Baroque Orchestra,Downtown/Central,355 Cooper Street,355 Cooper Street,K2P 0G8
521,Ottawa,2018,4,12,NA,Christian Tetzlaff,Downtown/Central,355 Cooper Street,355 Cooper Street,K2P 0G8
522,Ottawa,2017,10,15,NA,Ottawa Welcomes the World: Japan Festival,Downtown/Central,1000 Exhibition Way,1000 Exhibition Way,K1S 5J3
523,Ottawa,2017,10,16,NA,"Hayashiya Imamaru: Japanese Paper-cutting Art ""Kami-Kiri"" Performance",Downtown/Central,9376 University Drive,9376 University Drive,K1S 5B6
524,Ottawa,2017,9,30,NA,Post Productions at Maverick's,Downtown/Central,221 Rideau St.,221 Rideau St.,K1N5X8
525,Ottawa,2017,10,26,NA,The Race to Save the Cheetah: Solutions Come from Community Conservation,Downtown/Central,439 Queen St,439 Queen St,K1R 5A6
526,Ottawa,2017,11,4,NA,St Helen's Old Fashioned Christmas Bazaar,East Ottawa,1234 Prestone Drive,1234 Prestone Drive,K1E 3X6
527,Ottawa,2017,10,8,NA,Beijing Tourism,Downtown/Central,1000 Exhibition Way,1000 Exhibition Way,K1S 5J3
528,Ottawa,2017,11,19,NA,The Chris Timms Comedy Cabaret,Downtown/Central,53 Elgin Street,53 Elgin Street,K1P 5W1
529,Ottawa,2017,10,2,NA,Blues with Robert Farrell,Downtown/Central,1211 Wellington Street West,1211 Wellington Street West,K1Y 2Z8
530,Ottawa,2017,11,7,NA,Voices from the Front: The Radio Show,Downtown/Central,910 Gladstone Street,910 Gladstone Street,K1R 6Y4
531,Ottawa,2017,11,4,NA,Steel Toes & Stilettos Full Moon Gala,Downtown/Central,55 Colonel By Drive,55 Colonel By Drive,K1N 9J2
532,Ottawa,2017,10,6,NA,Puppet Theatre Performance: Zoom at Sea,Region Wide,-,-,K1A 0A4
533,Ottawa,2017,10,28,NA,11th Annual Great Pumpkin Charity Ball,Downtown/Central,310 St. Patrick Street,310 St. Patrick Street,K1N 5K5
534,Ottawa,2017,10,14,NA,Holodeck Follies,Downtown/Central,1077 Bank Street,1077 Bank Street,K1S 3W9
535,Ottawa,2017,11,4,NA,Tucker House Renewal Centre's 9th Annual Green Gala,Rural East,1731 Tucker Road,1731 Tucker Road,K4K 1K7
536,Ottawa,2017,10,27,NA,2nd Oskar Halecki Symposium: Polish Canadians Contribution to Canada,Downtown/Central,223 Main Street,223 Main Street,K1S 1C4
537,Ottawa,2017,10,11,NA,Superheroes and Balloons,Downtown/Central,439 Queen St,439 Queen St,K1R 5A6
538,Ottawa,2017,10,16,NA,Substantive Editing,Downtown/Central,88 Albert Street,88 Albert Street,K1P 5E9
539,Ottawa,2017,11,8,NA,Writing and Editing for the Web,Downtown/Central,88 Albert Street,88 Albert Street,K1P 5E9
540,Ottawa,2017,10,25,NA,Series Dance 10 # 28 - Laurie Young / Face 2 Face,Downtown/Central,2 Daly Ave,2 Daly Ave,K1N 6E2
541,Ottawa,2017,10,12,NA,Nicholas Crombach - Captured,Downtown/Central,35 George Street,35 George Street,K1N 8W5
542,Ottawa,2017,9,22,NA,Entangled Community work by Kim Vose Jones,East Ottawa,245 Centrum Blvd.,245 Centrum Blvd.,K1E 0A1
543,Ottawa,2017,10,14,NA," The Enlightened Screen: Hugh Gibson, The Stairs",Downtown/Central,9376 University Drive,9376 University Drive,K1S 5B6
544,Ottawa,2017,10,13,NA,Safe Low Limit,Downtown/Central,333 King Edward Avenue,333 King Edward Avenue,K1N 7M5
545,Ottawa,2017,11,14,NA,"Joey Wright - Country, Music Tour",Downtown/Central,692 Somerset St W,692 Somerset St W,K1R 6P4
546,Ottawa,2017,11,2,NA,Khadija Baker - Behind Walls/Maps ,Downtown/Central,110 Laurier Avenue West,110 Laurier Avenue West,K1P 1J1
547,Ottawa,2017,10,29,NA,Table 4 Four Debut,Hull Sector,170 Montcalm Street,170 Montcalm Street,J8X 2M2
548,Ottawa,2017,10,26,NA,Ottawa Scandalous,South Ottawa,1074 Bank Street,1074 Bank Street,K1S 3X3
549,Ottawa,2017,10,29,NA,The Luck of Ginger Coffey,Downtown/Central,325 Rideau Street,325 Rideau Street,K1N 5Y4
550,Ottawa,2017,11,11,NA,Lest We Forget,Downtown/Central,9376 University Drive,9376 University Drive,K1S 5B6
551,Ottawa,2017,10,15,NA,Coco Love Alcorn - An Invitation To Sing Tour,Downtown/Central,310 St. Patrick Street,310 St. Patrick Street,K1N 5K5
552,Ottawa,2017,10,28,NA,Howl-O-Ween Open House,South Ottawa,245 West Hunt Club Rd.,245 West Hunt Club Rd.,K2E 1A6
553,Ottawa,2017,10,28,NA,ArtWear Ottawa Show and Sale,West Ottawa,630 Island Park Drive,630 Island Park Drive,K1Y 0B7
554,Ottawa,2017,10,20,NA,Timekode: October with special guest DJ Trevor Walker,Downtown/Central,164 Laurier Avenue West,164 Laurier Avenue West,K1P 5J4
555,Ottawa,2017,11,11,NA,Ray Montford in Concert,Downtown/Central,953 Gladstone Ave.,953 Gladstone Ave.,K1Y 4W5
556,Ottawa,2017,11,4,NA,Day of the Dead Festival & Parade,Downtown/Central,1000 Exhibition Way,1000 Exhibition Way,K1S 5J3
557,Ottawa,2017,10,28,NA,Superhero Academy,East Ottawa,800 Taylor Creek Drive,800 Taylor Creek Drive,K1C 1T1
558,Ottawa,2017,10,14,NA,Take Care Healthy Mindset,South Ottawa,4899 Uplands Drive,4899 Uplands Drive,K1V 2N6
559,Ottawa,2017,10,27,NA,Taiwan Film Nights: Lokah Laqi (Hang in There Kids!),Downtown/Central,9376 University Drive,9376 University Drive,K1S 5B6
560,Ottawa,2017,11,3,NA,Taiwan Film Nights: Go Grandriders,Downtown/Central,9376 University Drive,9376 University Drive,K1S 5B6
561,Ottawa,2017,11,4,NA,Japan Film Festival: Kimi wa iiko (Being Good),Downtown/Central,9376 University Drive,9376 University Drive,K1S 5B6
562,Ottawa,2017,11,10,NA,Japan Film Festival: Pekorosu no haha ni ai ni iku (Pecoross’ Mother and Her Days),Downtown/Central,9376 University Drive,9376 University Drive,K1S 5B6
563,Ottawa,2017,12,1,NA,An Old Fashioned Christmas,West Ottawa,20 Young Road,20 Young Road,K2L 1W1
564,Ottawa,2017,10,14,NA,Lori Richards - Breathing Spaces,West Ottawa,358 Richmond Road,358 Richmond Road,K2A 0E8
565,Ottawa,2017,10,27,NA,"Three at Noon: Chamber Music For Oboe, Violin, and Piano",Downtown/Central,355 Cooper Street,355 Cooper Street,K2P 0G8
566,Ottawa,2017,11,4,NA,Squash CF!,Rural West,5740 Old Richmond Road,5740 Old Richmond Road,K0A 2Z0
567,Ottawa,2017,11,4,NA,The Baby Show,South Ottawa,4899 Uplands Drive,4899 Uplands Drive,K1V 2N6
568,Ottawa,2017,11,7,NA,Global Tastes - Canadian Cheeses,Downtown/Central,901 Prince of Wales Drive,901 Prince of Wales Drive,K2C 3K1
569,Ottawa,2017,11,10,NA,Soul Shakedown with the Split,NA,420 Riverside Drive,420 Riverside Drive,J0X 3G0
570,Ottawa,2017,11,28,NA,Cheese Soirée,Downtown/Central,901 Prince of Wales Drive,901 Prince of Wales Drive,K2C 3K1
571,Ottawa,2017,11,1,NA,The GCTC Prologue,Downtown/Central,1233 Wellington St. West.,1233 Wellington St. West.,K1Y 0G7
572,Ottawa,2017,10,28,NA,Fort Wellington Halloween public investigation,Rural South,370 Vankoughnet Street,370 Vankoughnet Street,K0E 1T0
573,Ottawa,2017,11,23,NA,Series Dance 10 #29  Natasha Bakht & Monica Shah,Downtown/Central,2 Daly Ave,2 Daly Ave,K1N 6E2
574,Ottawa,2017,11,17,NA,Office Hours by Norm Foster,Downtown/Central,910 Gladstone Street,910 Gladstone Street,K1R 6Y4
575,Ottawa,2017,11,18,NA,Carp Christmas Craft Sale,Rural West,3790 Carp Rd,3790 Carp Rd,K0A 1L0
576,Ottawa,2017,11,11,NA,260 Fingers,Downtown/Central,175 Third Avenue,175 Third Avenue,K1S 2K1
577,Ottawa,2017,11,2,NA,Soirée d’information - Arts visuels et médias sociaux,Downtown/Central,293 Dalhousie Street,293 Dalhousie Street,K1N 7E5
578,Ottawa,2017,11,4,NA,Annual Fall Bazaar,West Ottawa,740 Melfa Crescent,740 Melfa Crescent,K2C0P2
579,Ottawa,2017,11,11,NA,"GoSalsa Tenth Anniversary Gala - Black, White & Gold",Hull Sector,331 Boulevard de la Cité-des-Jeunes,331 Boulevard de la Cité-des-Jeunes,J8Y 6T3
580,Ottawa,2017,11,2,NA,The Great Rectory Art Party,Downtown/Central,179 Murray Street,179 Murray Street,K1N 5M7
581,Ottawa,2017,10,29,NA,Moonfruits & Kyra Shaughnessy Live,Downtown/Central,910 Gladstone Avenue,910 Gladstone Avenue,K1R 6Y4
582,Ottawa,2017,10,28,NA,Freedom's Halloween Bash,West Ottawa,3500 Fallowfield Road,3500 Fallowfield Road,K2J 4A7
583,Ottawa,2017,11,7,NA,Summery,Downtown/Central,1285 Wellington Street West,1285 Wellington Street West,K1Y 1B4
584,Ottawa,2017,12,5,NA,Candlelight Christmas Concert,Downtown/Central,355 Cooper Street,355 Cooper Street,K2P 0G8
585,Ottawa,2017,10,22,NA,Lawrence Krauss: From the Sun to the Universe: Your Hidden Connections to the Cosmos,South Ottawa,1125 Colonel By Drive,1125 Colonel By Drive,K1S 5B6
586,Ottawa,2017,12,8,NA,DIGI60 Filmmakers' Festival Fall 2017 Doc & Scripted Nights,Region Wide,-,-,K1A 0A4
587,Ottawa,2017,10,20,NA,Justin Duhaime Gypsy Jazz Duo with Andrew Tesolin,Downtown/Central,1 Beechwood Avenue,1 Beechwood Avenue,K1M 1M1
588,Ottawa,2017,10,26,NA,Welcome to Our Home,West Ottawa,1860 Maple Grove Road,1860 Maple Grove Road,K2S 0W3
589,Ottawa,2017,11,3,NA,Ottawa Wine and Food Festival ,South Ottawa,4899 Uplands Drive,4899 Uplands Drive,K1V 2N6
590,Ottawa,2017,10,21,NA,The Wilderness / Deux Trois / TAXI - Mavericks - 9pm,Downtown/Central,221 Rideau St.,221 Rideau St.,K1N5X8
591,Ottawa,2017,10,29,NA,Centretown Community Pumpkin Carving Contest,Downtown/Central,180 Percy Street,180 Percy Street,K1R 6E5
592,Ottawa,2017,11,16,NA,30th Annual Nepean Ringette Tournament,Region Wide,-,-,K1A 0A4
593,Ottawa,2017,11,9,NA,Beauty and the Beast Pantomime,West Ottawa,"102 Greenview Drive, Britannia Park","102 Greenview Drive, Britannia Park",K2B 8J8
594,Ottawa,2017,11,4,NA,Allsaints Book Fair,Downtown/Central,10 Blackburn Avenue,10 Blackburn Avenue,K1N 6P9
595,Ottawa,2017,10,27,NA,Used Book Sale,South Ottawa,564 Pleasant Park road,564 Pleasant Park road,K1H 5P3
596,Ottawa,2017,11,24,NA,Momentum613,Downtown/Central,10 Blackburn Avenue,10 Blackburn Avenue,K1N 6P9
597,Ottawa,2017,11,1,NA,Herzberg Lecture: Signalling Through DNA,Downtown/Central,9376 University Drive,9376 University Drive,K1S 5B6
