,city,year,month,day,hour,title,city_sector,address,intersection,postal_code
199,Ottawa,2017,5,26,NA,Mathieu Latreille,Downtown/Central,25 Bruyère Street,25 Bruyère Street,K1N 5C8
200,Ottawa,2017,6,10,NA,So Long Seven,Hull Sector,432 Boulevard Alexandre-Taché,432 Boulevard Alexandre-Taché,J9A 1M7
201,Ottawa,2017,5,25,NA,à la carte: The Food on Your Plate ,Downtown/Central,901 Prince of Wales Drive,901 Prince of Wales Drive,K2C 3K1
202,Ottawa,2017,6,3,NA,The Pop Shop All-Star Mega Fundraising Garage Sale and BBQ,West Ottawa,2 Fallview Court,2 Fallview Court,K2R 1G1
203,Ottawa,2017,6,28,NA,Strawberry Soirée,Downtown/Central,100 Kent Street,100 Kent Street,K1P 5N9
204,Ottawa,2017,6,18,NA,Legends & Folklore,Downtown/Central,439 Queen St,439 Queen St,K1R 5A6
205,Ottawa,2017,5,27,NA,Ottawa Drone Day 2017,Downtown/Central,51 B Young Street,51 B Young Street,K1S 3H6
206,Ottawa,2017,6,7,NA,One World Film: Tickling Giants Doc & Talk,Downtown/Central,325 Rideau Street,325 Rideau Street,K1N 5Y4
207,Ottawa,2017,5,27,NA,Golden Triangle Art Fair,Downtown/Central,Elgin Street at Gilmour Street,Elgin Street at Gilmour Street,K2P 0N8
208,Ottawa,2017,6,8,NA,Stepping Out for Dress for Success Ottawa,Downtown/Central,1001 Queen Elizabeth Dr.,1001 Queen Elizabeth Dr.,K1S 5K7
209,Ottawa,2017,6,22,NA,Wapikwanew: Blossom (Floraison),Downtown/Central,110 Laurier Avenue West,110 Laurier Avenue West,K1P 1J1
210,Ottawa,2017,6,22,NA,Vernissage - Wapikwanew: Blossom (Floraison),Downtown/Central,110 Laurier Avenue West,110 Laurier Avenue West,K1P 1J1
211,Ottawa,2017,6,23,NA,Artist Talk - Wapikwanew: Blossom (Floraison),Downtown/Central,110 Laurier Avenue West,110 Laurier Avenue West,K1P 1J1
212,Ottawa,2017,7,9,NA,Panel Discussion - Wapikwanew: Blossom (Floraison),Downtown/Central,110 Laurier Avenue West,110 Laurier Avenue West,K1P 1J1
213,Ottawa,2017,7,15,NA,Pysanky making workshop - Wapikwanew: Blossom (Floraison),Region Wide,tba,tba,tba
214,Ottawa,2017,6,25,NA,Playlist 150 Fun Ride,Downtown/Central,Scott Street,Scott Street,K1A 0K9
215,Ottawa,2017,7,19,NA,Indigenous Walk tour and birch bark biting - Wapikwanew: Blossom (Floraison),Downtown/Central,110 Laurier Avenue West,110 Laurier Avenue West,K1P 1J1
216,Ottawa,2017,6,13,NA,Beneath ocean waves: The surprising colours of Canada’s western coast,Downtown/Central,240 McLeod Street,240 McLeod Street,K2P 2R1
217,Ottawa,2017,5,31,NA,Rights & responsibility: public forum on environmental rights in Canada,Downtown/Central,110 Laurier Avenue West,110 Laurier Avenue West,K2P 2L7
218,Ottawa,2017,6,29,NA,Futur Composé: New works by Anne-Sophie Vallée,Downtown/Central,13 Murray St.,13 Murray St.,K1N 9M5
219,Ottawa,2017,5,27,NA,"The Powergoats, Jasper Bridge, & Jillian Kerr",NA,420 Riverside Drive,420 Riverside Drive,J0X 3G0
220,Ottawa,2017,6,10,NA,Songs With and Without Keys featuring Gretchen Martin,Downtown/Central,330 Kent Street,330 Kent Street,K2P 2A6
221,Ottawa,2017,6,10,NA,MOZAIK,Downtown/Central,261 Montreal Road,261 Montreal Road,K1L 6C4
222,Ottawa,2017,6,21,NA,Just Voices - Solstice Concert ,Downtown/Central,950 Bank St.,950 Bank St.,K1S 5G6
223,Ottawa,2017,6,21,NA,Canada Goose Arctic Gallery,Downtown/Central,240 McLeod Street,240 McLeod Street,K2P 2R1
224,Ottawa,2017,6,2,NA,La Parade du Crépuscule - Extraits et Présentation,Gatineau Park/Chelsea,42 Chemin Plunkett,42 Chemin Plunkett,J0X 1T0
225,Ottawa,2017,6,16,NA,Hope Air Fundraising Concert,East Ottawa,1211 Lemieux St.,1211 Lemieux St.,K1J 7T1
226,Ottawa,2017,6,4,NA,EmbraceYou: Movie Screening + Panel Discussion,West Ottawa,101 Centrepointe Drive,101 Centrepointe Drive,K2G 5K7
227,Ottawa,2017,8,19,NA,Songs In A Minor - Alicia Keys - cancelled,Downtown/Central,2 Daly Avenue,2 Daly Avenue,K1N 9M7
228,Ottawa,2017,6,10,NA,Westboro Trunk Show ,West Ottawa,317 McRae Ave,317 McRae Ave,K1Z 0C2
229,Ottawa,2017,6,17,NA,Gatineau Riverfest,Gatineau Park/Chelsea,309 Chemin de la Rivière,309 Chemin de la Rivière,J9B 2M6
230,Ottawa,2017,7,1,NA,Canada Day,Rural West,270 Pinhey's Point Rd,270 Pinhey's Point Rd,K0A 1T0
231,Ottawa,2017,8,13,NA,Summer on the River,Rural West,270 Pinhey's Point Rd,270 Pinhey's Point Rd,K0A 1T0
232,Ottawa,2017,6,3,NA,Open House: Ottawa Valley Wild Bird Care Centre,West Ottawa,734 Moodie Dr,734 Moodie Dr,K2R 1H4
233,Ottawa,2017,9,16,NA,Epic Walk,West Ottawa,98 Woodridge Crescent,98 Woodridge Crescent,K2B 7S9
234,Ottawa,2017,6,9,NA,"Future States, David in the Dark and mal/aimé",Downtown/Central,692 Somerset St W,692 Somerset St W,K1R 6P4
235,Ottawa,2017,6,19,NA,Ancestry Day,West Ottawa,1385 Woodroffe Avenue,1385 Woodroffe Avenue,K2G 3G7
236,Ottawa,2017,6,23,NA,Leila Forouhar Live in Concert ,West Ottawa,1385 Woodroffe Avenue,1385 Woodroffe Avenue,K2G 1V8
237,Ottawa,2017,6,30,NA,Canadian Camera Conference - Canada Wild ,West Ottawa,1385 Woodroffe Avenue,1385 Woodroffe Avenue,K2G 1V8
238,Ottawa,2017,7,14,NA,Abhijeet,West Ottawa,1385 Woodroffe Avenue,1385 Woodroffe Avenue,K2G 1V8
239,Ottawa,2017,7,21,NA,One Ok Rock,West Ottawa,1385 Woodroffe Avenue,1385 Woodroffe Avenue,K2G 1V8
240,Ottawa,2017,9,1,NA,The Minimalists,West Ottawa,1385 Woodroffe Avenue,1385 Woodroffe Avenue,K2G 1V8
241,Ottawa,2017,9,20,NA,Simple Plan ,West Ottawa,1385 Woodroffe Avenue,1385 Woodroffe Avenue,K2G 1V8
242,Ottawa,2017,9,29,NA,Ballet Wild Grass,West Ottawa,1385 Woodroffe Avenue,1385 Woodroffe Avenue,K2G 1V8
243,Ottawa,2017,11,10,NA,Play Your Part – Songwriters’ Circle ,West Ottawa,1385 Woodroffe Avenue,1385 Woodroffe Avenue,K2G 1V8
244,Ottawa,2017,6,4,NA,Gatineau - Ottawa Reptile Expo,Gatineau Sector,111 Rue Bellehumeur,111 Rue Bellehumeur,J8T 6K5
245,Ottawa,2017,6,3,NA,House of Paint - Jasmine Community Arts Festival,East Ottawa,2040 Jasmine Crescent,2040 Jasmine Crescent,K1J 8K5
246,Ottawa,2017,6,4,NA,Odyssey Theatre - Spreading Roots,Rural West,1517 Stittsville Main Street,1517 Stittsville Main Street,K2S 1P1
247,Ottawa,2017,6,2,NA,Estival-Celebrating Summer,Gatineau Park/Chelsea,783 Route 105,783 Route 105,J9B 1P1
248,Ottawa,2017,6,8,NA,Do You Want to Live Forever?,Downtown/Central,2 Daly Avenue,2 Daly Avenue,K1N 9M7
249,Ottawa,2017,6,17,NA,Kitchissippi Flotilla: Ottawa Rowing Club 150th Anniversary Celebration,Downtown/Central,10 Lady Grey Drive,10 Lady Grey Drive,K1A 0G2
250,Ottawa,2017,7,1,NA,Canada Day at the Ottawa Rowing Club,Downtown/Central,10 Lady Grey Drive,10 Lady Grey Drive,K1A 0G2
251,Ottawa,2017,6,30,NA,Canada Day in the National Capital Region,Region Wide,-,-,K1A 0A4
252,Ottawa,2017,7,2,NA,WE Day Canada,Downtown/Central,Wellington Street,Wellington Street,K1A 0A9
253,Ottawa,2017,6,17,NA,"Trivia Night, 75 feet underground!",Rural West,"3911 Carp Road, RR1","3911 Carp Road, RR1",K0A 1L0
254,Ottawa,2017,6,16,NA,TIMEKODE: June Edition,Downtown/Central,164 Laurier Avenue West,164 Laurier Avenue West,K1P 5J4
255,Ottawa,2017,8,5,NA,Black & Bluegrass Fest 2017,Region Wide,-,-,K1A 0A4
256,Ottawa,2017,6,18,NA,Father's Day Flashback ,Rural West,2064 Huntley Road,2064 Huntley Road,K2S 1B8
257,Ottawa,2017,7,1,NA,Opening of the Canadian History Hall,Hull Sector,100 Laurier Street,100 Laurier Street,K1A 0M8
258,Ottawa,2017,6,26,NA,Flower Nite,West Ottawa,3393 Riverside Drive,3393 Riverside Drive,K1V 8P3
259,Ottawa,2017,6,20,NA,Flower Nite,East Ottawa,1980 Ogilvie Road,1980 Ogilvie Road,K1J 9L3
260,Ottawa,2017,6,20,NA, Flower Nite,Downtown/Central,683 Bank Street,683 Bank Street,K1S 3T8
261,Ottawa,2017,6,15,NA, Flower Nite,Downtown/Central,1008 Wellington St W,1008 Wellington St W,K1Y 2X9
262,Ottawa,2017,6,21,NA,  Flower Nite,West Ottawa,1374 Baseline Road,1374 Baseline Road,K2C 0A9
263,Ottawa,2017,7,21,NA,Canadian Stone Carving Festival,Downtown/Central,35 O'Connor St,35 O'Connor St,K1P 5M4
264,Ottawa,2017,6,22,NA, Flower Nite,Downtown/Central,1008 Wellington St W,1008 Wellington St W,K1Y 2X9
265,Ottawa,2017,7,8,NA,Tea on the Verandah,Downtown/Central,"335 Laurier Avenue, East","335 Laurier Avenue, East",K1N 6R4
266,Ottawa,2017,6,9,NA,"Official Guided tours: Two Prime Ministers, One Home",Downtown/Central,"335 Laurier Avenue, East","335 Laurier Avenue, East",K1N 6R4
267,Ottawa,2017,7,1,NA,White Glove Tour,Downtown/Central,"335 Laurier Avenue, East","335 Laurier Avenue, East",K1N 6R4
268,Ottawa,2017,7,8,NA,Historic Places Day,Downtown/Central,"335 Laurier Avenue, East","335 Laurier Avenue, East",K1N 6R4
269,Ottawa,2017,7,1,NA,Canada Day and Laurier House,Downtown/Central,"335 Laurier Avenue, East","335 Laurier Avenue, East",K1N 6R4
270,Ottawa,2017,7,1,NA,UNISONG Choral Festival,Downtown/Central,55 Colonel By Drive,55 Colonel By Drive,K1N 9J2
271,Ottawa,2017,6,17,NA,A Canadian Celebration,Downtown/Central,109-A Fourth Avenue,109-A Fourth Avenue,K1S 2L3
272,Ottawa,2017,6,16,NA,Ottawa Italian Festival 2017,Downtown/Central,Preston St.,Preston St.,K1S 4N4
273,Ottawa,2017,10,22,NA,We are Survivors,Hull Sector,100 Laurier Street,100 Laurier Street,K1A 0M8
274,Ottawa,2017,7,4,NA,Algonquin Park: Natural Histories,Downtown/Central,1285 Wellington Street West,1285 Wellington Street West,K1Y 1B4
275,Ottawa,2017,6,12,NA,Hotter Than Potter,Downtown/Central,333 King Edward Avenue,333 King Edward Avenue,K1N 7M5
276,Ottawa,2017,7,2,NA,Canada 150 Maker Market,Downtown/Central,55 Colonel By Drive,55 Colonel By Drive,K1N 9J2
277,Ottawa,2017,6,22,NA,Tim Hortons Ottawa Dragon Boat Festival,South Ottawa,2960 Riverside Drive,2960 Riverside Drive,K1V 8w6
278,Ottawa,2017,6,17,NA,Break Free 5K,West Ottawa,1369 Carling Avenue,1369 Carling Avenue,K2H 1B8
279,Ottawa,2017,7,1,NA,Canada Day in the Park: 150 Years in Pineview,East Ottawa,1485 Meadowbrook Road,1485 Meadowbrook Road,K1B 1C3
280,Ottawa,2017,7,1,NA,Riverside South Canada Day Celebrations 2017,East Ottawa,660 River Road,660 River Road,K1V 1G1
281,Ottawa,2017,7,15,NA,Canada Parks Day,Gatineau Park/Chelsea,33 Scott Road,33 Scott Road,NA
282,Ottawa,2017,6,24,NA,Peanut Butter & Dragon Book Signing,West Ottawa,400 Earl Grey Drive,400 Earl Grey Drive,K2T 1B9
283,Ottawa,2017,6,15,NA,Synaesthesia - Rob Snikkar - Paintings of music in its from and feeling,East Ottawa,245 Centrum Blvd.,245 Centrum Blvd.,K1E 0A1
284,Ottawa,2017,7,1,NA,Canada Day 2017 in Stittsville,Rural West,5870 Abbott St E,5870 Abbott St E,K2S 1X4
285,Ottawa,2017,6,23,NA,RCMP Canadian Sunset Ceremonies - Canada 150 edition,Downtown/Central,1 Sandridge Road,1 Sandridge Road,K1G 3J2
286,Ottawa,2017,8,11,NA,Festival of India,Downtown/Central,"110 Laurier Avenue, West","110 Laurier Avenue, West",K1P 1J1
287,Ottawa,2017,7,29,NA,Jannat Performing Arts - Insight: A Reflective Experience ,West Ottawa,1385 Woodroffe Avenue,1385 Woodroffe Avenue,K2G 1V8
288,Ottawa,2017,9,30,NA,Capital City Chorus 60th Anniversary Show ,West Ottawa,1385 Woodroffe Avenue,1385 Woodroffe Avenue,K2G 1V8
289,Ottawa,2017,7,6,NA,Strawberry Social,West Ottawa,207 Woodroffe Avenue,207 Woodroffe Avenue,K2A 3V1
290,Ottawa,2017,8,11,NA,SouthAsianFest,Downtown/Central,"110 Laurier Avenue, West","110 Laurier Avenue, West",K1P 1J1
291,Ottawa,2017,6,24,NA,Sharing Dance,Downtown/Central,200 Crichton Street,200 Crichton Street,K1M 1W2
292,Ottawa,2017,6,24,NA,Unveiling The Wisdom of The Trees,West Ottawa,2500 Campeau,2500 Campeau,K2K 2W3
293,Ottawa,2017,6,24,NA,Jillian Kerr & friends EP Release Party ,Downtown/Central,360 Elgin Street,360 Elgin Street,K2P 1M8
294,Ottawa,2017,6,30,NA,AquaVan 150 Canada Day Celebration,Downtown/Central,240 McLeod Street,240 McLeod Street,K2P 2R1
295,Ottawa,2017,6,24,NA,Constellation Francophone - Ouvrons les portes,Downtown/Central,1 Rideau Street,1 Rideau Street,K1N 8S7
296,Ottawa,2017,8,3,NA,B in the Park,Downtown/Central,1 Rideau Street,1 Rideau Street,K1N 8S7
297,Ottawa,2017,10,12,NA,An Evening with Steve Patterson,East Ottawa,245 Centrum Blvd.,245 Centrum Blvd.,K1E 0A1
298,Ottawa,2017,10,14,NA,Angélie’s Shoes,East Ottawa,245 Centrum Blvd.,245 Centrum Blvd.,K1E 0A1
299,Ottawa,2017,11,10,NA,Kim Mitchell,East Ottawa,245 Centrum Blvd.,245 Centrum Blvd.,K1E 0A1
300,Ottawa,2017,11,12,NA,Café Classico - The Voice of the Violin,East Ottawa,245 Centrum Boulevard,245 Centrum Boulevard,K1E 0A1
301,Ottawa,2017,7,12,NA,Fête de plage,Aylmer Sector,"1, rue Front","1, rue Front",J9H 5E6
302,Ottawa,2017,7,19,NA,Fête de plage,Hull Sector,"361, de Lucerne Blvd.","361, de Lucerne Blvd.",J9H 7K9
303,Ottawa,2017,11,25,NA,Baz'Art - Annual Holiday Arts Market,East Ottawa,245 Centrum Boulevard,245 Centrum Boulevard,K1E 0A1
304,Ottawa,2017,11,25,NA,Guess How Much I Love You and I Love My Little Storybook,East Ottawa,245 Centrum Blvd.,245 Centrum Blvd.,K1E 0A1
305,Ottawa,2017,7,1,NA,Canada Day at the Canadian War Museum,Downtown/Central,1 Vimy Place,1 Vimy Place,K0A 0M8
306,Ottawa,2017,7,1,NA,Canada Day at the National Gallery of Canada,Downtown/Central,380 Sussex Drive,380 Sussex Drive,K1N 9N4
307,Ottawa,2017,7,1,NA,Canada Day at the Supreme Court of Canada,Downtown/Central,301 Wellington Street,301 Wellington Street,K1A 0J1
308,Ottawa,2017,7,1,NA,Canada Day at the National Arts Centre,Downtown/Central,53 Elgin Street,53 Elgin Street,K1P 5W1
309,Ottawa,2017,7,1,NA,Canada Day at the Canada Agriculture and Food Museum,Downtown/Central,901 Prince of Wales Drive,901 Prince of Wales Drive,K2C 3K1
310,Ottawa,2017,7,1,NA,Canada Day at the Canadian Museum of Nature,Downtown/Central,240 McLeod Street,240 McLeod Street,K2P 2R1
311,Ottawa,2017,7,2,NA,Nipiit Katittut Voices United in Concert,Downtown/Central,355 Cooper Street,355 Cooper Street,K2P 0G8
312,Ottawa,2017,7,1,NA,Canada Day - The new Bank of Canada Museum,Downtown/Central,30 Bank Street,30 Bank Street,K1A 0G9
313,Ottawa,2017,7,1,NA,Canada Day Celebrations,East Ottawa,11 Aviation Parkway,11 Aviation Parkway,K1K 4R3
314,Ottawa,2017,11,30,NA,Sultans of String - Christmas Caravan,East Ottawa,245 Centrum Blvd.,245 Centrum Blvd.,K1E 0A1
315,Ottawa,2017,12,2,NA,Classic Albums Live: Rush - 2112,East Ottawa,245 Centrum Blvd.,245 Centrum Blvd.,K1E 0A1
316,Ottawa,2017,7,5,NA,Romeo & Juliet ,Downtown/Central,Corner of Bank St. and Clemow Ave.,Corner of Bank St. and Clemow Ave.,K1S 3T8
317,Ottawa,2017,7,6,NA,Romeo & Juliet,Downtown/Central,25 Range Road,25 Range Road,K1N 8J7
318,Ottawa,2017,7,7,NA,Romeo & Juliet ,West Ottawa,2805 Carling Avenue,2805 Carling Avenue,NA
319,Ottawa,2017,7,12,NA,Romeo & Juliet ,Downtown/Central,1 Windsor Avenue,1 Windsor Avenue,K1S 0W3
320,Ottawa,2017,7,21,NA,Romeo & Juliet ,Downtown/Central,101 Duhamel St,101 Duhamel St,K1Y 1T8
321,Ottawa,2017,7,7,NA,Ottawa Sound Wave Hosted by @HWayz,Downtown/Central,34 Clarence Street,34 Clarence Street,K1N 5P3
322,Ottawa,2017,7,8,NA,Canada - The Land,West Ottawa,1500 Shea Rd.,1500 Shea Rd.,K2S 1B9
323,Ottawa,2017,7,29,NA,Educate and Feed Communities Foundation BBQ,South Ottawa,Vincent Massey Park,Vincent Massey Park,K1S 5B7
324,Ottawa,2017,7,23,NA,CBET Sixth Annual BBQ Picnic and Family Fun Day ,West Ottawa,1369 Carling Avenue,1369 Carling Avenue,K2H 1B8
325,Ottawa,2017,7,14,NA,Ottawa Rhythm Festival 2017,East Ottawa,245 Centrum Blvd.,245 Centrum Blvd.,K1E 0A1
326,Ottawa,2017,7,3,NA,A Midsummer Night's Dream,Region Wide,-,-,K1A 0A4
327,Ottawa,2017,8,12,NA,Third Annual West End Food Truck Rally,West Ottawa,3861 Old Richmond Road,3861 Old Richmond Road,K2H 5C1
328,Ottawa,2017,8,3,NA,Ottawa International BuskerFest 2017,Downtown/Central,Sparks Street,Sparks Street,K1P 5M4
329,Ottawa,2017,7,16,NA,Ice Cream Festival ,Downtown/Central,901 Prince of Wales Drive,901 Prince of Wales Drive,K2C 3K1
330,Ottawa,2017,9,9,NA,Parkinson SuperWalk,West Ottawa,"102 Greenview Drive, Britannia Park","102 Greenview Drive, Britannia Park",K2B 8J8
331,Ottawa,2017,7,14,NA,Youth Music and Dance Festival,Downtown/Central,310 St. Patrick Street,310 St. Patrick Street,K1N 5K5
332,Ottawa,2017,7,25,NA,Brewmaster's Dinner,Downtown/Central,975 Bank Street,975 Bank Street,K1S 3W7
333,Ottawa,2017,7,7,NA,Kabeshinàn Minitig Pavillion Exhibit,Downtown/Central,2 Timberslide Street,2 Timberslide Street,K1R 6K4
334,Ottawa,2017,7,9,NA,Presentation and Book signing by Sculptor Ruth Abernethy,West Ottawa,98 Richmond Road,98 Richmond Road,K1Z 0B2
335,Ottawa,2017,10,24,NA,BIAOV Fall Fundraiser,West Ottawa,1385 Woodroffe Avenue,1385 Woodroffe Avenue,K2G 3G7
336,Ottawa,2017,7,19,NA,Claire Desjardins: summercrush,West Ottawa,358 Richmond Road,358 Richmond Road,K2A 0E8
337,Ottawa,2017,7,12,NA,Canada: Who Do We Think We Are?,Downtown/Central,395 Wellington Street,395 Wellington Street,K1A0N4
338,Ottawa,2017,7,13,NA,Romeo & Juliet,West Ottawa,269 Clare Street,269 Clare Street,K1Z 7E3
339,Ottawa,2017,7,14,NA,Romeo & Juliet,Downtown/Central,25 Range Road,25 Range Road,K1N 8J7
340,Ottawa,2017,7,15,NA,Romeo & Juliet,South Ottawa,Dickinson Street,Dickinson Street,K4M 1A2
341,Ottawa,2017,9,15,NA,Ciné-club - Ce sentiment de l'été,Downtown/Central,352 MacLaren Street,352 MacLaren Street,K2P 0M6
342,Ottawa,2017,9,27,NA,"Conteuse - Tristan et Iseut, Conté par Stéphanie Beneteau",Downtown/Central,352 MacLaren Street,352 MacLaren Street,K2P 0M6
343,Ottawa,2017,9,29,NA,"Ciné-club - Moi, Nojoom, dix ans, divorcée",Downtown/Central,352 MacLaren Street,352 MacLaren Street,K2P 0M6
344,Ottawa,2017,10,13,NA,"Ciné-club - Fidelio, L'odyssée d'Alice",Downtown/Central,352 MacLaren Street,352 MacLaren Street,K2P 0M6
345,Ottawa,2017,10,27,NA,"Ciné-club - Demain, tout commence",Downtown/Central,352 MacLaren Street,352 MacLaren Street,K2P 0M6
346,Ottawa,2017,9,24,NA,The World Remembers,Downtown/Central,2 Rideau Street,2 Rideau Street,K1N 8X5
347,Ottawa,2017,7,27,NA,Moonfruits Live,Downtown/Central,tba,tba,K1Y 2Y2
348,Ottawa,2017,9,9,NA,CineMusiq 'Octane' with Chitra - Music for Cause ,West Ottawa,1385 Woodroffe Avenue,1385 Woodroffe Avenue,K2G 1V8
349,Ottawa,2017,10,14,NA,Art in the Dark,Rural East,982 North Russell Road,982 North Russell Road,K4R 1G7
350,Ottawa,2017,10,21,NA,Nhung Tinh Khuc Vuot Thoi Gian,West Ottawa,1385 Woodroffe Avenue,1385 Woodroffe Avenue,K2G 1V8
351,Ottawa,2017,8,10,NA,University of Ottawa MFA candidates - Thesis exhibitions - Kizi Spielmann Rose - Pulse,Downtown/Central,110 Laurier Avenue West,110 Laurier Avenue West,K1P 1J1
352,Ottawa,2017,8,24,NA,University of Ottawa MFA candidates - Thesis exhibitions - Jonathan Théroux – Tour,Downtown/Central,110 Laurier Avenue West,110 Laurier Avenue West,K1P 1J1
353,Ottawa,2017,7,30,NA,Shakespeare in the Park: Romeo & Juliet,Downtown/Central,1000 Exhibition Way,1000 Exhibition Way,K1S 5J3
354,Ottawa,2017,7,20,NA,Romeo & Juliet,South Ottawa,134 Begonia Avenue,134 Begonia Avenue,K1H 6E4
355,Ottawa,2017,7,21,NA,Romeo & Juliet,Downtown/Central,101 Duhamel St,101 Duhamel St,K1Y 1T8
356,Ottawa,2017,7,22,NA,Romeo & Juliet,East Ottawa,660 River Road,660 River Road,K1V 1G1
357,Ottawa,2017,7,28,NA,Romeo & Juliet,Downtown/Central,33 Quill Street,33 Quill Street,K1K 4E7
358,Ottawa,2017,8,20,NA,Trinbago Day,Downtown/Central,1000 Exhibition Way,1000 Exhibition Way,K1S 5J3
359,Ottawa,2017,8,12,NA,Art in the Park,Downtown/Central,435 Bronson Avenue,435 Bronson Avenue,K1R 6J6
360,Ottawa,2017,9,16,NA,Wings for Clowns,South Ottawa,1125 Colonel By Drive,1125 Colonel By Drive,K1S 5B6
361,Ottawa,2017,9,2,NA,2017 Ottawa Pinball and Gameroom Show,West Ottawa,1701 Woodroffe Avenue,1701 Woodroffe Avenue,K2G 1W2
362,Ottawa,2017,8,18,NA,Rita Tabback in concert,Gatineau Sector,80 Chemin Summer,80 Chemin Summer,J8V 3J3
363,Ottawa,2017,8,1,NA,Just About Everything,Downtown/Central,1285 Wellington Street West,1285 Wellington Street West,K1Y 1B4
364,Ottawa,2017,7,25,NA,Senior Men's Pan Am Cup - Volleyball ,Hull Sector,125 Carillon Street,125 Carillon Street,J8X 2P8
365,Ottawa,2018,2,20,NA,Heritage Day,Downtown/Central,"110, Laurier street West","110, Laurier street West",K1P 1J1
366,Ottawa,2017,8,19,NA,Snaggle featuring Brownman Ali,Downtown/Central,"135 1/2, Besserer Street","135 1/2, Besserer Street",K1N 6A7
367,Ottawa,2017,8,12,NA,"BFGs, Lindbergh Babies and Destroyer Scence",Downtown/Central,33 York St.,33 York St.,K1N5X8
368,Ottawa,2017,8,18,NA,Double Bill - Rideshares & Rope Swings and In Waking Life,Downtown/Central,738 Bank Street,738 Bank Street,K1S 3V4
369,Ottawa,2017,9,9,NA,Beechwood East Feast,Downtown/Central,135 Barrette Street,135 Barrette Street,K1L 7Z9
370,Ottawa,2017,12,9,NA,This Is A Christmas Concert by The Once with special guest Brad Fillatre,East Ottawa,245 Centrum Blvd.,245 Centrum Blvd.,K1E 0A1
371,Ottawa,2017,12,31,NA,7th Annual New Year's Eve Comedy Night - Show only,East Ottawa,245 Centrum Blvd.,245 Centrum Blvd.,K1E 0A1
372,Ottawa,2018,2,3,NA,Fête Frissons,East Ottawa,245 Centrum Boulevard,245 Centrum Boulevard,K1E 0A1
373,Ottawa,2018,2,3,NA,Cowboy Junkies,East Ottawa,245 Centrum Blvd.,245 Centrum Blvd.,K1E 0A1
374,Ottawa,2018,2,10,NA,Charly in the Desert,East Ottawa,245 Centrum Blvd.,245 Centrum Blvd.,K1E 0A1
375,Ottawa,2017,8,24,NA,See What Flowers Ottawa Book Launch,Downtown/Central,191 Colonel By Dr.,191 Colonel By Dr.,K1S 5P8
376,Ottawa,2017,8,6,NA,TC3 Breakthrough Concert,Downtown/Central,57 Lyndale Avenue,57 Lyndale Avenue,K1Y 2M6
377,Ottawa,2017,8,3,NA,Instructors' Exhibition,Downtown/Central,35 George Street,35 George Street,K1N 8W5
378,Ottawa,2017,8,4,NA,Instructors' Exhibition,East Ottawa,245 Centrum Blvd.,245 Centrum Blvd.,K1E 0A1
379,Ottawa,2017,1,1,NA,PHOTOttawa150 – Capital Time Capture,Region Wide,-,-,K1A 0A4
380,Ottawa,2017,8,19,NA,Queen Bee Party,Downtown/Central,901 Prince of Wales Drive,901 Prince of Wales Drive,K2C 3K1
381,Ottawa,2017,8,25,NA,Baconpalooza,Downtown/Central,901 Prince of Wales Drive,901 Prince of Wales Drive,K2C 3K1
382,Ottawa,2017,8,24,NA,Fourteenth annual National Jewellery Student Competition,Downtown/Central,13 Murray St.,13 Murray St.,K1N 9M5
383,Ottawa,2017,8,25,NA,Hopped and Confused,Downtown/Central,555 Wellington Street,555 Wellington Street,K1R 1C5
384,Ottawa,2017,8,9,NA,Whatever's Cool With Me 20th Anniversary Party with Kalle Mattson,Downtown/Central,1077 Bank Street,1077 Bank Street,K1S 3W9
385,Ottawa,2017,9,9,NA,Bug Day!,Downtown/Central,861 Prince of Wales Dr.,861 Prince of Wales Dr.,K2C 3R6
386,Ottawa,2017,9,24,NA,"Ottawa Dolls, Toys, Teddies and Miniatures Show 2017",West Ottawa,1701 Woodroffe Avenue,1701 Woodroffe Avenue,K2G 1W2
387,Ottawa,2017,9,16,NA,Tastes of Wellington West,Region Wide,-,-,K1A 0A4
388,Ottawa,2017,8,19,NA,Art in Strathcona Park,Downtown/Central,25 Range Road,25 Range Road,K1N 8J7
389,Ottawa,2017,9,9,NA,Bicycle Film Festival,Downtown/Central,310 St. Patrick Street,310 St. Patrick Street,K1N 5K5
390,Ottawa,2017,9,2,NA,Teal Tailgate Party 2017,East Ottawa,300 Coventry Road,300 Coventry Road,K1K 4P5
391,Ottawa,2017,8,28,NA,The Telegrams at Irene's Pub,Downtown/Central,885 Bank Street,885 Bank Street,K1S 3W4
392,Ottawa,2017,8,26,NA,The Great Trail Cross-Canada Connection Celebration,Downtown/Central,1 Rideau Street,1 Rideau Street,K1N 8S7
393,Ottawa,2017,8,18,NA,The Real 6,Downtown/Central,400 Dalhousie Street,400 Dalhousie Street,K1N 9J9
394,Ottawa,2017,8,26,NA,Sons of Pluto at Backdrop with special guest Crystalena,NA,160 Metcalfe Street,160 Metcalfe Street,K2P 1P2
395,Ottawa,2017,9,10,NA,Annual Historical Walking Tour: Life in 1867,Downtown/Central,280 Beechwood Ave,280 Beechwood Ave,K1L 8E2
396,Ottawa,2017,9,9,NA,Bonsai Art Exhibition,Downtown/Central,255 Sussex Drive,255 Sussex Drive,K1N 9E6
